Plant,Source,Parameter,Units,TimeStamp,Value,Description
Lake,LAKE-4,LOADMWBA,MW,9/25/2023 0:00,83.0440913,LOADMW Block Average
Lake,LAKE-4,LOADMWBA,MW,9/26/2023 0:00,83.3014498,LOADMW Block Average
Lake,LAKE-4,LOADMWBA,MW,9/27/2023 0:00,81.33040794,LOADMW Block Average
Lake,LAKE-4,LOADMWBA,MW,9/28/2023 0:00,79.07855219,LOADMW Block Average
Lake,LAKE-4,LOADMWBA,MW,9/29/2023 0:00,79.6987366,LOADMW Block Average
Lake,LAKE-4,LOADMWBA,MW,9/30/2023 0:00,80.80334862,LOADMW Block Average
Lake,LAKE-4,LOADMWBA,MW,10/1/2023 0:00,71.31878864,LOADMW Block Average
Lake,LAKE-4,LOADMWBA,MW,10/2/2023 0:00,77.85304603,LOADMW Block Average
Lake,LAKE-4,LOADMWBA,MW,10/3/2023 0:00,79.38005395,LOADMW Block Average
Lake,LAKE-4,LOADMWBA,MW,10/4/2023 0:00,66.58527768,LOADMW Block Average
Lake,LAKE-4,LOADMWBA,MW,10/5/2023 0:00,70.45775568,LOADMW Block Average
Lake,LAKE-4,LOADMWBA,MW,10/6/2023 0:00,60.18402593,LOADMW Block Average
Lake,LAKE-4,LOADMWBA,MW,10/7/2023 0:00,77.43334001,LOADMW Block Average
Lake,LAKE-4,LOADMWBA,MW,10/8/2023 0:00,67.21841797,LOADMW Block Average
Lake,LAKE-4,LOADMWBA,MW,10/9/2023 0:00,76.791096,LOADMW Block Average
Lake,LAKE-4,LOADMWBA,MW,10/10/2023 0:00,70.2617106,LOADMW Block Average
Lake,LAKE-4,LOADMWBA,MW,10/11/2023 0:00,70.22682334,LOADMW Block Average
Lake,LAKE-4,LOADMWBA,MW,10/12/2023 0:00,84.22077141,LOADMW Block Average
Lake,LAKE-4,LOADMWBA,MW,10/13/2023 0:00,41.55445015,LOADMW Block Average
Lake,LAKE-4,LOADMWBA,MW,10/15/2023 0:00,51.31929919,LOADMW Block Average
Lake,LAKE-4,LOADMWBA,MW,10/16/2023 0:00,80.11913518,LOADMW Block Average
Lake,LAKE-4,LOADMWBA,MW,10/17/2023 0:00,74.31224734,LOADMW Block Average
Lake,LAKE-4,LOADMWBA,MW,10/18/2023 0:00,76.83227006,LOADMW Block Average
Lake,LAKE-4,LOADMWBA,MW,10/19/2023 0:00,86.50506392,LOADMW Block Average
Lake,LAKE-4,LOADMWBA,MW,10/20/2023 0:00,85.87546904,LOADMW Block Average
Lake,LAKE-4,LOADMWBA,MW,10/21/2023 0:00,85.77096736,LOADMW Block Average
Lake,LAKE-4,LOADMWBA,MW,10/22/2023 0:00,83.51036921,LOADMW Block Average
Lake,LAKE-4,LOADMWBA,MW,10/28/2023 0:00,84.37298171,LOADMW Block Average
Lake,LAKE-4,LOADMWBA,MW,10/29/2023 0:00,75.10696393,LOADMW Block Average
Lake,LAKE-4,LOADMWBA,MW,10/30/2023 0:00,55.94463763,LOADMW Block Average
Lake,LAKE-4,LOADMWBA,MW,10/31/2023 0:00,68.47232399,LOADMW Block Average
Lake,LAKE-4,LOADMWBA,MW,11/1/2023 0:00,73.88974487,LOADMW Block Average
Lake,LAKE-4,LOADMWBA,MW,11/2/2023 0:00,65.74169078,LOADMW Block Average
Lake,LAKE-4,LOADMWBA,MW,11/14/2023 0:00,7.69823413,LOADMW Block Average
Lake,LAKE-4,LOADMWBA,MW,11/23/2023 0:00,47.24702905,LOADMW Block Average
Lake,LAKE-4,LOADMWBA,MW,11/28/2023 0:00,77.0089071,LOADMW Block Average
Lake,LAKE-4,LOADMWBA,MW,11/29/2023 0:00,79.61219078,LOADMW Block Average
Lake,LAKE-4,LOADMWBA,MW,11/30/2023 0:00,79.67145445,LOADMW Block Average
Lake,LAKE-4,LOADMWBA,MW,12/1/2023 0:00,75.91264993,LOADMW Block Average
Lake,LAKE-4,LOADMWBA,MW,12/2/2023 0:00,67.97062818,LOADMW Block Average
Lake,LAKE-4,LOADMWBA,MW,12/3/2023 0:00,69.67559271,LOADMW Block Average
Lake,LAKE-4,LOADMWBA,MW,12/4/2023 0:00,78.3690265,LOADMW Block Average
Lake,LAKE-4,LOADMWBA,MW,12/5/2023 0:00,77.99969233,LOADMW Block Average
Lake,LAKE-4,LOADMWBA,MW,12/6/2023 0:00,77.88346827,LOADMW Block Average
Lake,LAKE-4,LOADMWBA,MW,12/7/2023 0:00,43.78015383,LOADMW Block Average
Lake,LAKE-4,LOADMWBA,MW,12/8/2023 0:00,62.23032467,LOADMW Block Average
Lake,LAKE-4,LOADMWBA,MW,12/9/2023 0:00,45.64524405,LOADMW Block Average
Lake,LAKE-4,LOADMWBA,MW,12/10/2023 0:00,19.90063051,LOADMW Block Average
Lake,LAKE-4,LOADMWBA,MW,12/11/2023 0:00,42.92157949,LOADMW Block Average
Lake,LAKE-4,LOADMWBA,MW,12/12/2023 0:00,42.25304729,LOADMW Block Average
Lake,LAKE-4,LOADMWBA,MW,12/13/2023 0:00,16.58521988,LOADMW Block Average
Lake,LAKE-4,LOADMWBA,MW,12/14/2023 0:00,64.03131842,LOADMW Block Average
Lake,LAKE-4,LOADMWBA,MW,12/15/2023 0:00,50.23518992,LOADMW Block Average
Lake,LAKE-4,LOADMWBA,MW,12/16/2023 0:00,47.77454918,LOADMW Block Average
Lake,LAKE-4,LOADMWBA,MW,12/17/2023 0:00,34.63108193,LOADMW Block Average
Lake,LAKE-4,LOADMWBA,MW,12/18/2023 0:00,71.64971481,LOADMW Block Average
Lake,LAKE-4,LOADMWBA,MW,12/19/2023 0:00,55.73340132,LOADMW Block Average
Lake,LAKE-4,LOADMWBA,MW,12/20/2023 0:00,35.24095277,LOADMW Block Average
Lake,LAKE-4,LOADMWBA,MW,12/21/2023 0:00,68.96569333,LOADMW Block Average
Lake,LAKE-4,LOADMWBA,MW,12/22/2023 0:00,44.91261933,LOADMW Block Average
Lake,LAKE-4,LOADMWBA,MW,12/23/2023 0:00,51.91385165,LOADMW Block Average
Lake,LAKE-4,LOADMWBA,MW,12/24/2023 0:00,57.33578549,LOADMW Block Average
Lake,LAKE-4,LOADMWBA,MW,12/25/2023 0:00,64.58577799,LOADMW Block Average
Lake,LAKE-4,LOADMWBA,MW,12/26/2023 0:00,82.53397707,LOADMW Block Average
Lake,LAKE-4,LOADMWBA,MW,12/27/2023 0:00,83.57581403,LOADMW Block Average
Lake,LAKE-4,LOADMWBA,MW,12/28/2023 0:00,82.83765481,LOADMW Block Average
Lake,LAKE-4,LOADMWBA,MW,12/29/2023 0:00,61.70102039,LOADMW Block Average
Lake,LAKE-4,LOADMWBA,MW,12/30/2023 0:00,73.93014347,LOADMW Block Average
Lake,LAKE-4,LOADMWBA,MW,12/31/2023 0:00,77.08963976,LOADMW Block Average
Lake,LAKE-4,GFLOW_BA,100SCFH,1/6/2022 0:00,4653.514878,GASFLOW Block Average
Lake,LAKE-4,GFLOW_BA,100SCFH,1/7/2022 0:00,4808.859529,GASFLOW Block Average
Lake,LAKE-4,GFLOW_BA,100SCFH,1/8/2022 0:00,1585.73308,GASFLOW Block Average
Lake,LAKE-4,GFLOW_BA,100SCFH,1/9/2022 0:00,5242.796857,GASFLOW Block Average
Lake,LAKE-4,GFLOW_BA,100SCFH,1/10/2022 0:00,5589.287819,GASFLOW Block Average
Lake,LAKE-4,GFLOW_BA,100SCFH,1/11/2022 0:00,5290.949605,GASFLOW Block Average
Lake,LAKE-4,GFLOW_BA,100SCFH,1/12/2022 0:00,5170.669881,GASFLOW Block Average
Lake,LAKE-4,GFLOW_BA,100SCFH,1/13/2022 0:00,4269.354483,GASFLOW Block Average
Lake,LAKE-4,GFLOW_BA,100SCFH,1/14/2022 0:00,4974.188666,GASFLOW Block Average
Lake,LAKE-4,GFLOW_BA,100SCFH,1/15/2022 0:00,6244.783974,GASFLOW Block Average
Lake,LAKE-4,GFLOW_BA,100SCFH,1/16/2022 0:00,6025.124617,GASFLOW Block Average
Lake,LAKE-4,GFLOW_BA,100SCFH,1/17/2022 0:00,7050.897453,GASFLOW Block Average
Lake,LAKE-4,GFLOW_BA,100SCFH,1/18/2022 0:00,6172.170944,GASFLOW Block Average
Lake,LAKE-4,GFLOW_BA,100SCFH,1/19/2022 0:00,5618.044537,GASFLOW Block Average
Lake,LAKE-4,GFLOW_BA,100SCFH,1/20/2022 0:00,6422.166631,GASFLOW Block Average
Lake,LAKE-4,GFLOW_BA,100SCFH,1/21/2022 0:00,6175.975532,GASFLOW Block Average
Lake,LAKE-4,GFLOW_BA,100SCFH,1/22/2022 0:00,5134.357303,GASFLOW Block Average
Lake,LAKE-4,GFLOW_BA,100SCFH,1/23/2022 0:00,5240.622748,GASFLOW Block Average
Lake,LAKE-4,GFLOW_BA,100SCFH,1/24/2022 0:00,5174.299271,GASFLOW Block Average
Lake,LAKE-4,GFLOW_BA,100SCFH,1/25/2022 0:00,6332.150617,GASFLOW Block Average
Lake,LAKE-4,GFLOW_BA,100SCFH,1/26/2022 0:00,6258.218507,GASFLOW Block Average
Lake,LAKE-4,GFLOW_BA,100SCFH,1/27/2022 0:00,6631.036585,GASFLOW Block Average
Lake,LAKE-4,GFLOW_BA,100SCFH,1/28/2022 0:00,7253.370127,GASFLOW Block Average
Lake,LAKE-4,GFLOW_BA,100SCFH,1/29/2022 0:00,6974.075745,GASFLOW Block Average
Lake,LAKE-4,GFLOW_BA,100SCFH,1/30/2022 0:00,6935.702758,GASFLOW Block Average
Lake,LAKE-4,GFLOW_BA,100SCFH,1/31/2022 0:00,6310.527629,GASFLOW Block Average
Lake,LAKE-4,GFLOW_BA,100SCFH,2/1/2022 0:00,6823.582071,GASFLOW Block Average
Lake,LAKE-4,GFLOW_BA,100SCFH,2/2/2022 0:00,3102.012857,GASFLOW Block Average
Lake,LAKE-4,GFLOW_BA,100SCFH,2/3/2022 0:00,5558.266416,GASFLOW Block Average
Lake,LAKE-4,GFLOW_BA,100SCFH,2/4/2022 0:00,5383.279849,GASFLOW Block Average
Lake,LAKE-4,GFLOW_BA,100SCFH,2/5/2022 0:00,6047.975389,GASFLOW Block Average
Lake,LAKE-4,GFLOW_BA,100SCFH,2/6/2022 0:00,5423.61618,GASFLOW Block Average
Lake,LAKE-4,GFLOW_BA,100SCFH,2/7/2022 0:00,5471.140271,GASFLOW Block Average
Lake,LAKE-4,GFLOW_BA,100SCFH,2/8/2022 0:00,6286.061885,GASFLOW Block Average
Lake,LAKE-4,GFLOW_BA,100SCFH,2/9/2022 0:00,6611.25215,GASFLOW Block Average
Lake,LAKE-4,GFLOW_BA,100SCFH,2/10/2022 0:00,6141.829987,GASFLOW Block Average
Lake,LAKE-4,GFLOW_BA,100SCFH,2/11/2022 0:00,5572.10394,GASFLOW Block Average
Lake,LAKE-4,GFLOW_BA,100SCFH,2/12/2022 0:00,6387.422064,GASFLOW Block Average
Lake,LAKE-4,GFLOW_BA,100SCFH,2/13/2022 0:00,5414.38055,GASFLOW Block Average
Lake,LAKE-4,GFLOW_BA,100SCFH,2/14/2022 0:00,5949.363147,GASFLOW Block Average
Lake,LAKE-4,GFLOW_BA,100SCFH,2/15/2022 0:00,4853.605652,GASFLOW Block Average
Lake,LAKE-4,GFLOW_BA,100SCFH,2/16/2022 0:00,4905.740509,GASFLOW Block Average
Lake,LAKE-4,GFLOW_BA,100SCFH,2/17/2022 0:00,5091.118819,GASFLOW Block Average
Lake,LAKE-4,GFLOW_BA,100SCFH,2/22/2022 0:00,3534.202281,GASFLOW Block Average
Lake,LAKE-4,GFLOW_BA,100SCFH,2/24/2022 0:00,5028.028453,GASFLOW Block Average
Lake,LAKE-4,GFLOW_BA,100SCFH,2/25/2022 0:00,5945.704604,GASFLOW Block Average
Lake,LAKE-4,GFLOW_BA,100SCFH,2/26/2022 0:00,5853.741938,GASFLOW Block Average
Lake,LAKE-4,GFLOW_BA,100SCFH,2/27/2022 0:00,2688.433891,GASFLOW Block Average
Lake,LAKE-4,GFLOW_BA,100SCFH,2/28/2022 0:00,5348.52922,GASFLOW Block Average
Lake,LAKE-4,GFLOW_BA,100SCFH,3/1/2022 0:00,5746.207922,GASFLOW Block Average
Lake,LAKE-4,GFLOW_BA,100SCFH,3/2/2022 0:00,275.495635,GASFLOW Block Average
Lake,LAKE-4,GFLOW_BA,100SCFH,3/4/2022 0:00,4328.770388,GASFLOW Block Average
Lake,LAKE-4,GFLOW_BA,100SCFH,3/7/2022 0:00,4787.071404,GASFLOW Block Average
Lake,LAKE-4,GFLOW_BA,100SCFH,3/8/2022 0:00,5311.351594,GASFLOW Block Average
Lake,LAKE-4,GFLOW_BA,100SCFH,3/9/2022 0:00,5046.997786,GASFLOW Block Average
Lake,LAKE-4,GFLOW_BA,100SCFH,3/10/2022 0:00,4836.797106,GASFLOW Block Average
Lake,LAKE-4,GFLOW_BA,100SCFH,3/11/2022 0:00,5525.278327,GASFLOW Block Average
Lake,LAKE-4,GFLOW_BA,100SCFH,3/12/2022 0:00,4169.19893,GASFLOW Block Average
Lake,LAKE-4,GFLOW_BA,100SCFH,3/14/2022 0:00,6405.465644,GASFLOW Block Average
Lake,LAKE-4,GFLOW_BA,100SCFH,3/15/2022 0:00,4776.519576,GASFLOW Block Average
Lake,LAKE-4,GFLOW_BA,100SCFH,3/16/2022 0:00,5201.432197,GASFLOW Block Average
Lake,LAKE-4,GFLOW_BA,100SCFH,3/17/2022 0:00,5881.061624,GASFLOW Block Average
Lake,LAKE-4,GFLOW_BA,100SCFH,3/18/2022 0:00,5172.827491,GASFLOW Block Average
Lake,LAKE-4,GFLOW_BA,100SCFH,3/19/2022 0:00,4116.185295,GASFLOW Block Average
Lake,LAKE-4,GFLOW_BA,100SCFH,3/20/2022 0:00,5156.709352,GASFLOW Block Average
Lake,LAKE-4,GFLOW_BA,100SCFH,3/21/2022 0:00,5899.324354,GASFLOW Block Average
Lake,LAKE-4,GFLOW_BA,100SCFH,3/23/2022 0:00,3448.58744,GASFLOW Block Average
Lake,LAKE-4,GFLOW_BA,100SCFH,3/24/2022 0:00,3331.283837,GASFLOW Block Average
Lake,LAKE-4,GFLOW_BA,100SCFH,3/25/2022 0:00,5100.829132,GASFLOW Block Average
Lake,LAKE-4,GFLOW_BA,100SCFH,3/26/2022 0:00,4865.53411,GASFLOW Block Average
Lake,LAKE-4,GFLOW_BA,100SCFH,3/27/2022 0:00,6496.671608,GASFLOW Block Average
Lake,LAKE-4,GFLOW_BA,100SCFH,3/28/2022 0:00,1050.02324,GASFLOW Block Average
Lake,LAKE-4,GFLOW_BA,100SCFH,4/1/2022 0:00,5413.199829,GASFLOW Block Average
Lake,LAKE-4,GFLOW_BA,100SCFH,4/2/2022 0:00,5272.097093,GASFLOW Block Average
Lake,LAKE-4,GFLOW_BA,100SCFH,4/3/2022 0:00,5851.027571,GASFLOW Block Average
Lake,LAKE-4,GFLOW_BA,100SCFH,4/4/2022 0:00,5801.9556,GASFLOW Block Average
Lake,LAKE-4,GFLOW_BA,100SCFH,4/6/2022 0:00,5847.405592,GASFLOW Block Average
Lake,LAKE-4,GFLOW_BA,100SCFH,5/9/2022 0:00,6362.067341,GASFLOW Block Average
Lake,LAKE-4,GFLOW_BA,100SCFH,5/10/2022 0:00,5611.03084,GASFLOW Block Average
Lake,LAKE-4,GFLOW_BA,100SCFH,5/11/2022 0:00,5587.047999,GASFLOW Block Average
Lake,LAKE-4,GFLOW_BA,100SCFH,5/12/2022 0:00,5015.936242,GASFLOW Block Average
Lake,LAKE-4,GFLOW_BA,100SCFH,5/13/2022 0:00,6573.179238,GASFLOW Block Average
Lake,LAKE-4,GFLOW_BA,100SCFH,5/14/2022 0:00,5335.579171,GASFLOW Block Average
Lake,LAKE-4,GFLOW_BA,100SCFH,5/15/2022 0:00,5973.692401,GASFLOW Block Average
Lake,LAKE-4,GFLOW_BA,100SCFH,5/16/2022 0:00,5940.332217,GASFLOW Block Average
Lake,LAKE-4,GFLOW_BA,100SCFH,5/17/2022 0:00,6687.678203,GASFLOW Block Average
Lake,LAKE-4,GFLOW_BA,100SCFH,5/18/2022 0:00,6142.050065,GASFLOW Block Average
Lake,LAKE-4,GFLOW_BA,100SCFH,5/19/2022 0:00,5775.422548,GASFLOW Block Average
Lake,LAKE-4,GFLOW_BA,100SCFH,5/21/2022 0:00,5341.692713,GASFLOW Block Average
Lake,LAKE-4,GFLOW_BA,100SCFH,5/22/2022 0:00,3518.924603,GASFLOW Block Average
Lake,LAKE-4,GFLOW_BA,100SCFH,5/23/2022 0:00,5667.0012,GASFLOW Block Average
Lake,LAKE-4,GFLOW_BA,100SCFH,5/24/2022 0:00,5705.654221,GASFLOW Block Average
Lake,LAKE-4,GFLOW_BA,100SCFH,5/26/2022 0:00,6240.748901,GASFLOW Block Average
Lake,LAKE-4,GFLOW_BA,100SCFH,5/27/2022 0:00,5310.682866,GASFLOW Block Average
Lake,LAKE-4,GFLOW_BA,100SCFH,5/28/2022 0:00,5297.070587,GASFLOW Block Average
Lake,LAKE-4,GFLOW_BA,100SCFH,5/29/2022 0:00,5831.340512,GASFLOW Block Average
Lake,LAKE-4,GFLOW_BA,100SCFH,5/30/2022 0:00,6324.874225,GASFLOW Block Average
Lake,LAKE-4,GFLOW_BA,100SCFH,5/31/2022 0:00,5858.440043,GASFLOW Block Average
Lake,LAKE-4,GFLOW_BA,100SCFH,6/1/2022 0:00,6382.131192,GASFLOW Block Average
Lake,LAKE-4,GFLOW_BA,100SCFH,6/2/2022 0:00,2109.96293,GASFLOW Block Average
Lake,LAKE-4,GFLOW_BA,100SCFH,6/3/2022 0:00,6024.930879,GASFLOW Block Average
Lake,LAKE-4,GFLOW_BA,100SCFH,6/4/2022 0:00,5815.698792,GASFLOW Block Average
Lake,LAKE-4,GFLOW_BA,100SCFH,6/5/2022 0:00,5558.687481,GASFLOW Block Average
Lake,LAKE-4,GFLOW_BA,100SCFH,6/6/2022 0:00,4446.847873,GASFLOW Block Average
Lake,LAKE-4,GFLOW_BA,100SCFH,6/7/2022 0:00,6440.270203,GASFLOW Block Average
Lake,LAKE-4,GFLOW_BA,100SCFH,6/8/2022 0:00,6054.233816,GASFLOW Block Average
Lake,LAKE-4,GFLOW_BA,100SCFH,6/9/2022 0:00,6514.621917,GASFLOW Block Average
Lake,LAKE-4,GFLOW_BA,100SCFH,6/10/2022 0:00,6145.055442,GASFLOW Block Average
Lake,LAKE-4,GFLOW_BA,100SCFH,6/11/2022 0:00,1252.51854,GASFLOW Block Average
Lake,LAKE-4,GFLOW_BA,100SCFH,6/12/2022 0:00,5992.267567,GASFLOW Block Average
Lake,LAKE-4,GFLOW_BA,100SCFH,6/13/2022 0:00,4992.379024,GASFLOW Block Average
Lake,LAKE-4,GFLOW_BA,100SCFH,6/14/2022 0:00,4975.423449,GASFLOW Block Average
Lake,LAKE-4,GFLOW_BA,100SCFH,6/16/2022 0:00,5908.466422,GASFLOW Block Average
Lake,LAKE-4,GFLOW_BA,100SCFH,6/23/2022 0:00,5529.292717,GASFLOW Block Average
Lake,LAKE-4,GFLOW_BA,100SCFH,6/24/2022 0:00,6600.56429,GASFLOW Block Average
Lake,LAKE-4,GFLOW_BA,100SCFH,6/25/2022 0:00,6520.064016,GASFLOW Block Average
Lake,LAKE-4,GFLOW_BA,100SCFH,6/26/2022 0:00,6394.845183,GASFLOW Block Average
Lake,LAKE-4,GFLOW_BA,100SCFH,6/27/2022 0:00,3825.456341,GASFLOW Block Average
Lake,LAKE-4,GFLOW_BA,100SCFH,6/28/2022 0:00,6197.315416,GASFLOW Block Average
Lake,LAKE-4,GFLOW_BA,100SCFH,6/29/2022 0:00,6467.510788,GASFLOW Block Average
Lake,LAKE-4,GFLOW_BA,100SCFH,6/30/2022 0:00,6474.129299,GASFLOW Block Average
Lake,LAKE-4,GFLOW_BA,100SCFH,7/1/2022 0:00,6280.691256,GASFLOW Block Average
Lake,LAKE-4,GFLOW_BA,100SCFH,7/2/2022 0:00,6667.337465,GASFLOW Block Average
Lake,LAKE-4,GFLOW_BA,100SCFH,7/3/2022 0:00,6680.129613,GASFLOW Block Average
Lake,LAKE-4,GFLOW_BA,100SCFH,7/4/2022 0:00,5792.142039,GASFLOW Block Average
Lake,LAKE-4,GFLOW_BA,100SCFH,7/5/2022 0:00,5799.272479,GASFLOW Block Average
Lake,LAKE-4,GFLOW_BA,100SCFH,7/7/2022 0:00,6405.758796,GASFLOW Block Average
Lake,LAKE-4,GFLOW_BA,100SCFH,7/8/2022 0:00,6438.069447,GASFLOW Block Average
Lake,LAKE-4,GFLOW_BA,100SCFH,7/9/2022 0:00,5801.224894,GASFLOW Block Average
Lake,LAKE-4,GFLOW_BA,100SCFH,7/10/2022 0:00,5681.635477,GASFLOW Block Average
Lake,LAKE-4,GFLOW_BA,100SCFH,7/11/2022 0:00,6567.538011,GASFLOW Block Average
Lake,LAKE-4,GFLOW_BA,100SCFH,7/12/2022 0:00,6616.868479,GASFLOW Block Average
Lake,LAKE-4,GFLOW_BA,100SCFH,7/13/2022 0:00,6779.110748,GASFLOW Block Average
Lake,LAKE-4,GFLOW_BA,100SCFH,7/14/2022 0:00,5724.871457,GASFLOW Block Average
Lake,LAKE-4,GFLOW_BA,100SCFH,7/15/2022 0:00,6016.493879,GASFLOW Block Average
Lake,LAKE-4,GFLOW_BA,100SCFH,7/16/2022 0:00,6147.841589,GASFLOW Block Average
Lake,LAKE-4,GFLOW_BA,100SCFH,7/17/2022 0:00,6318.236545,GASFLOW Block Average
Lake,LAKE-4,GFLOW_BA,100SCFH,7/18/2022 0:00,6250.149817,GASFLOW Block Average
Lake,LAKE-4,GFLOW_BA,100SCFH,7/19/2022 0:00,6061.417454,GASFLOW Block Average
Lake,LAKE-4,GFLOW_BA,100SCFH,7/20/2022 0:00,3664.79413,GASFLOW Block Average
Lake,LAKE-4,GFLOW_BA,100SCFH,7/21/2022 0:00,4551.130688,GASFLOW Block Average
Lake,LAKE-4,GFLOW_BA,100SCFH,7/22/2022 0:00,7029.117575,GASFLOW Block Average
Lake,LAKE-4,GFLOW_BA,100SCFH,7/23/2022 0:00,6396.389598,GASFLOW Block Average
Lake,LAKE-4,GFLOW_BA,100SCFH,7/24/2022 0:00,6762.64936,GASFLOW Block Average
Lake,LAKE-4,GFLOW_BA,100SCFH,7/26/2022 0:00,6226.097873,GASFLOW Block Average
Lake,LAKE-4,GFLOW_BA,100SCFH,7/27/2022 0:00,6027.684407,GASFLOW Block Average
Lake,LAKE-4,GFLOW_BA,100SCFH,7/28/2022 0:00,6304.429517,GASFLOW Block Average
Lake,LAKE-4,GFLOW_BA,100SCFH,7/29/2022 0:00,6763.526041,GASFLOW Block Average
Lake,LAKE-4,GFLOW_BA,100SCFH,7/30/2022 0:00,6563.823868,GASFLOW Block Average
Lake,LAKE-4,GFLOW_BA,100SCFH,7/31/2022 0:00,6648.483712,GASFLOW Block Average
Lake,LAKE-4,GFLOW_BA,100SCFH,8/1/2022 0:00,6233.460632,GASFLOW Block Average
Lake,LAKE-4,GFLOW_BA,100SCFH,8/2/2022 0:00,5528.129308,GASFLOW Block Average
Lake,LAKE-4,GFLOW_BA,100SCFH,8/3/2022 0:00,5127.730213,GASFLOW Block Average
Lake,LAKE-4,GFLOW_BA,100SCFH,8/4/2022 0:00,5815.107402,GASFLOW Block Average
Lake,LAKE-4,GFLOW_BA,100SCFH,8/5/2022 0:00,6195.897478,GASFLOW Block Average
Lake,LAKE-4,GFLOW_BA,100SCFH,8/6/2022 0:00,5872.842404,GASFLOW Block Average
Lake,LAKE-4,GFLOW_BA,100SCFH,8/7/2022 0:00,6057.419761,GASFLOW Block Average
Lake,LAKE-4,GFLOW_BA,100SCFH,8/8/2022 0:00,5159.057945,GASFLOW Block Average
Lake,LAKE-4,GFLOW_BA,100SCFH,8/9/2022 0:00,5738.353752,GASFLOW Block Average
Lake,LAKE-4,GFLOW_BA,100SCFH,8/10/2022 0:00,5633.198292,GASFLOW Block Average
Lake,LAKE-4,GFLOW_BA,100SCFH,8/11/2022 0:00,5254.972873,GASFLOW Block Average
Lake,LAKE-4,GFLOW_BA,100SCFH,8/12/2022 0:00,6053.098575,GASFLOW Block Average
Lake,LAKE-4,GFLOW_BA,100SCFH,8/13/2022 0:00,5702.6846,GASFLOW Block Average
Lake,LAKE-4,GFLOW_BA,100SCFH,8/14/2022 0:00,5823.16534,GASFLOW Block Average
Lake,LAKE-4,GFLOW_BA,100SCFH,8/15/2022 0:00,6482.277803,GASFLOW Block Average
Lake,LAKE-4,GFLOW_BA,100SCFH,8/16/2022 0:00,5584.720178,GASFLOW Block Average
Lake,LAKE-4,GFLOW_BA,100SCFH,8/19/2022 0:00,6622.90096,GASFLOW Block Average
Lake,LAKE-4,GFLOW_BA,100SCFH,8/20/2022 0:00,6450.459541,GASFLOW Block Average
Lake,LAKE-4,GFLOW_BA,100SCFH,8/21/2022 0:00,6670.181166,GASFLOW Block Average
Lake,LAKE-4,GFLOW_BA,100SCFH,8/23/2022 0:00,5725.431227,GASFLOW Block Average
Lake,LAKE-4,GFLOW_BA,100SCFH,8/24/2022 0:00,6372.133828,GASFLOW Block Average
Lake,LAKE-4,GFLOW_BA,100SCFH,8/25/2022 0:00,4569.01616,GASFLOW Block Average
Lake,LAKE-4,GFLOW_BA,100SCFH,8/27/2022 0:00,5820.264638,GASFLOW Block Average
Lake,LAKE-4,GFLOW_BA,100SCFH,8/28/2022 0:00,5929.681001,GASFLOW Block Average
Lake,LAKE-4,GFLOW_BA,100SCFH,8/29/2022 0:00,6614.43786,GASFLOW Block Average
Lake,LAKE-4,GFLOW_BA,100SCFH,9/1/2022 0:00,6440.499814,GASFLOW Block Average
Lake,LAKE-4,GFLOW_BA,100SCFH,9/2/2022 0:00,6125.486159,GASFLOW Block Average
Lake,LAKE-4,GFLOW_BA,100SCFH,9/3/2022 0:00,6604.090721,GASFLOW Block Average
Lake,LAKE-4,GFLOW_BA,100SCFH,9/4/2022 0:00,6164.42956,GASFLOW Block Average
Lake,LAKE-4,GFLOW_BA,100SCFH,9/5/2022 0:00,6093.050884,GASFLOW Block Average
Lake,LAKE-4,GFLOW_BA,100SCFH,9/6/2022 0:00,6353.632225,GASFLOW Block Average
Lake,LAKE-4,GFLOW_BA,100SCFH,9/7/2022 0:00,4557.143564,GASFLOW Block Average
Lake,LAKE-4,GFLOW_BA,100SCFH,9/8/2022 0:00,7083.395291,GASFLOW Block Average
Lake,LAKE-4,GFLOW_BA,100SCFH,9/9/2022 0:00,6651.882395,GASFLOW Block Average
Lake,LAKE-4,GFLOW_BA,100SCFH,9/10/2022 0:00,6466.368246,GASFLOW Block Average
Lake,LAKE-4,GFLOW_BA,100SCFH,9/12/2022 0:00,6729.199439,GASFLOW Block Average
Lake,LAKE-4,GFLOW_BA,100SCFH,9/15/2022 0:00,6157.902517,GASFLOW Block Average
Lake,LAKE-4,GFLOW_BA,100SCFH,9/16/2022 0:00,6094.16341,GASFLOW Block Average
Lake,LAKE-4,GFLOW_BA,100SCFH,9/17/2022 0:00,6402.217633,GASFLOW Block Average
Lake,LAKE-4,GFLOW_BA,100SCFH,9/19/2022 0:00,6295.25512,GASFLOW Block Average
Lake,LAKE-4,GFLOW_BA,100SCFH,9/20/2022 0:00,6601.236759,GASFLOW Block Average
Lake,LAKE-4,GFLOW_BA,100SCFH,9/21/2022 0:00,6075.765545,GASFLOW Block Average
Lake,LAKE-4,GFLOW_BA,100SCFH,9/22/2022 0:00,6342.065277,GASFLOW Block Average
Lake,LAKE-4,GFLOW_BA,100SCFH,9/23/2022 0:00,5378.907308,GASFLOW Block Average
Lake,LAKE-4,GFLOW_BA,100SCFH,9/24/2022 0:00,6373.289268,GASFLOW Block Average
Lake,LAKE-4,GFLOW_BA,100SCFH,9/25/2022 0:00,5987.147468,GASFLOW Block Average
