Plant,Source,Parameter,Units,TimeStamp,Value,Description
Lake,LAKE-2,GFLOW_BA,100SCFH,10/24/2023 0:00,7295.995565,GASFLOW Block Average
Lake,LAKE-2,GFLOW_BA,100SCFH,10/25/2023 0:00,6891.411032,GASFLOW Block Average
Lake,LAKE-2,GFLOW_BA,100SCFH,10/26/2023 0:00,7235.640262,GASFLOW Block Average
Lake,LAKE-2,GFLOW_BA,100SCFH,10/27/2023 0:00,7337.806486,GASFLOW Block Average
Lake,LAKE-2,GFLOW_BA,100SCFH,10/28/2023 0:00,7606.077192,GASFLOW Block Average
Lake,LAKE-2,GFLOW_BA,100SCFH,10/30/2023 0:00,3881.460403,GASFLOW Block Average
Lake,LAKE-2,GFLOW_BA,100SCFH,11/3/2023 0:00,5175.827685,GASFLOW Block Average
Lake,LAKE-2,GFLOW_BA,100SCFH,11/4/2023 0:00,3870.884599,GASFLOW Block Average
Lake,LAKE-2,GFLOW_BA,100SCFH,11/5/2023 0:00,2884.866119,GASFLOW Block Average
Lake,LAKE-2,GFLOW_BA,100SCFH,11/6/2023 0:00,5766.903344,GASFLOW Block Average
Lake,LAKE-2,GFLOW_BA,100SCFH,11/7/2023 0:00,6184.133567,GASFLOW Block Average
Lake,LAKE-2,GFLOW_BA,100SCFH,11/8/2023 0:00,6210.763324,GASFLOW Block Average
Lake,LAKE-2,GFLOW_BA,100SCFH,11/9/2023 0:00,6203.512496,GASFLOW Block Average
Lake,LAKE-2,GFLOW_BA,100SCFH,11/10/2023 0:00,7752.786518,GASFLOW Block Average
Lake,LAKE-2,GFLOW_BA,100SCFH,11/11/2023 0:00,7014.907648,GASFLOW Block Average
Lake,LAKE-2,GFLOW_BA,100SCFH,11/12/2023 0:00,6148.900889,GASFLOW Block Average
Lake,LAKE-2,GFLOW_BA,100SCFH,11/13/2023 0:00,5598.331024,GASFLOW Block Average
Lake,LAKE-2,GFLOW_BA,100SCFH,11/15/2023 0:00,6730.405995,GASFLOW Block Average
Lake,LAKE-2,GFLOW_BA,100SCFH,11/16/2023 0:00,3536.088955,GASFLOW Block Average
Lake,LAKE-2,GFLOW_BA,100SCFH,11/17/2023 0:00,4812.124536,GASFLOW Block Average
Lake,LAKE-2,GFLOW_BA,100SCFH,11/18/2023 0:00,4425.934764,GASFLOW Block Average
Lake,LAKE-2,GFLOW_BA,100SCFH,11/19/2023 0:00,4963.957205,GASFLOW Block Average
Lake,LAKE-2,GFLOW_BA,100SCFH,11/20/2023 0:00,5481.739259,GASFLOW Block Average
Lake,LAKE-2,GFLOW_BA,100SCFH,11/26/2023 0:00,6480.340052,GASFLOW Block Average
Lake,LAKE-2,GFLOW_BA,100SCFH,11/27/2023 0:00,6732.659848,GASFLOW Block Average
Lake,LAKE-2,GFLOW_BA,100SCFH,11/28/2023 0:00,6013.542226,GASFLOW Block Average
Lake,LAKE-2,GFLOW_BA,100SCFH,11/29/2023 0:00,6105.060943,GASFLOW Block Average
Lake,LAKE-2,GFLOW_BA,100SCFH,11/30/2023 0:00,6114.455447,GASFLOW Block Average
Lake,LAKE-2,GFLOW_BA,100SCFH,12/1/2023 0:00,6810.518871,GASFLOW Block Average
Lake,LAKE-2,GFLOW_BA,100SCFH,12/2/2023 0:00,3954.559225,GASFLOW Block Average
Lake,LAKE-2,GFLOW_BA,100SCFH,12/3/2023 0:00,6694.184666,GASFLOW Block Average
Lake,LAKE-2,GFLOW_BA,100SCFH,12/4/2023 0:00,5553.336732,GASFLOW Block Average
Lake,LAKE-2,GFLOW_BA,100SCFH,12/5/2023 0:00,3181.688402,GASFLOW Block Average
Lake,LAKE-2,GFLOW_BA,100SCFH,12/6/2023 0:00,5423.507897,GASFLOW Block Average
Lake,LAKE-2,GFLOW_BA,100SCFH,12/7/2023 0:00,4015.74135,GASFLOW Block Average
Lake,LAKE-1,HEATINBA,MMBTU/HR,1/1/2022 0:00,327.16,HEAT_QA Block Average
Lake,LAKE-1,HEATINBA,MMBTU/HR,1/2/2022 0:00,529.78125,HEAT_QA Block Average
Lake,LAKE-1,HEATINBA,MMBTU/HR,1/3/2022 0:00,391.5176471,HEAT_QA Block Average
Lake,LAKE-1,HEATINBA,MMBTU/HR,1/4/2022 0:00,283.4666667,HEAT_QA Block Average
Lake,LAKE-1,HEATINBA,MMBTU/HR,1/5/2022 0:00,582.1166667,HEAT_QA Block Average
Lake,LAKE-1,HEATINBA,MMBTU/HR,1/15/2022 0:00,22.6,HEAT_QA Block Average
Lake,LAKE-1,HEATINBA,MMBTU/HR,1/17/2022 0:00,547.5,HEAT_QA Block Average
Lake,LAKE-1,HEATINBA,MMBTU/HR,1/18/2022 0:00,574.0285714,HEAT_QA Block Average
Lake,LAKE-1,HEATINBA,MMBTU/HR,1/19/2022 0:00,617.2777778,HEAT_QA Block Average
Lake,LAKE-1,HEATINBA,MMBTU/HR,1/20/2022 0:00,516.7375,HEAT_QA Block Average
Lake,LAKE-1,HEATINBA,MMBTU/HR,1/24/2022 0:00,613.325,HEAT_QA Block Average
Lake,LAKE-1,HEATINBA,MMBTU/HR,1/25/2022 0:00,597.00625,HEAT_QA Block Average
Lake,LAKE-1,HEATINBA,MMBTU/HR,1/26/2022 0:00,587.1857143,HEAT_QA Block Average
Lake,LAKE-1,HEATINBA,MMBTU/HR,1/27/2022 0:00,612.9142857,HEAT_QA Block Average
Lake,LAKE-1,HEATINBA,MMBTU/HR,1/29/2022 0:00,609.4666667,HEAT_QA Block Average
Lake,LAKE-1,HEATINBA,MMBTU/HR,1/30/2022 0:00,617.5875,HEAT_QA Block Average
Lake,LAKE-1,HEATINBA,MMBTU/HR,1/31/2022 0:00,712.0875,HEAT_QA Block Average
Lake,LAKE-1,HEATINBA,MMBTU/HR,2/1/2022 0:00,697.3333333,HEAT_QA Block Average
Lake,LAKE-1,HEATINBA,MMBTU/HR,2/2/2022 0:00,718.15,HEAT_QA Block Average
Lake,LAKE-1,HEATINBA,MMBTU/HR,2/3/2022 0:00,654.35,HEAT_QA Block Average
Lake,LAKE-1,HEATINBA,MMBTU/HR,2/4/2022 0:00,618.2294118,HEAT_QA Block Average
Lake,LAKE-1,HEATINBA,MMBTU/HR,2/5/2022 0:00,669.0916667,HEAT_QA Block Average
Lake,LAKE-1,HEATINBA,MMBTU/HR,2/6/2022 0:00,583.25,HEAT_QA Block Average
Lake,LAKE-1,HEATINBA,MMBTU/HR,2/7/2022 0:00,633.735,HEAT_QA Block Average
Lake,LAKE-1,HEATINBA,MMBTU/HR,2/8/2022 0:00,637.4904762,HEAT_QA Block Average
Lake,LAKE-1,HEATINBA,MMBTU/HR,2/9/2022 0:00,648.4083333,HEAT_QA Block Average
Lake,LAKE-1,HEATINBA,MMBTU/HR,2/10/2022 0:00,623.9666667,HEAT_QA Block Average
Lake,LAKE-1,HEATINBA,MMBTU/HR,2/11/2022 0:00,649.1708333,HEAT_QA Block Average
Lake,LAKE-1,HEATINBA,MMBTU/HR,2/12/2022 0:00,694.6916667,HEAT_QA Block Average
Lake,LAKE-1,HEATINBA,MMBTU/HR,2/13/2022 0:00,559.5,HEAT_QA Block Average
Lake,LAKE-1,HEATINBA,MMBTU/HR,2/14/2022 0:00,591.6222222,HEAT_QA Block Average
Lake,LAKE-1,HEATINBA,MMBTU/HR,2/15/2022 0:00,626.0727273,HEAT_QA Block Average
Lake,LAKE-1,HEATINBA,MMBTU/HR,2/16/2022 0:00,566.2083333,HEAT_QA Block Average
Lake,LAKE-1,HEATINBA,MMBTU/HR,2/17/2022 0:00,530.8125,HEAT_QA Block Average
Lake,LAKE-1,HEATINBA,MMBTU/HR,2/18/2022 0:00,565.0416667,HEAT_QA Block Average
Lake,LAKE-1,HEATINBA,MMBTU/HR,2/19/2022 0:00,636.58,HEAT_QA Block Average
Lake,LAKE-1,HEATINBA,MMBTU/HR,2/20/2022 0:00,543.0428571,HEAT_QA Block Average
Lake,LAKE-1,HEATINBA,MMBTU/HR,2/21/2022 0:00,676.7142857,HEAT_QA Block Average
Lake,LAKE-1,HEATINBA,MMBTU/HR,2/22/2022 0:00,447.6769231,HEAT_QA Block Average
Lake,LAKE-1,HEATINBA,MMBTU/HR,2/23/2022 0:00,519.8818182,HEAT_QA Block Average
Lake,LAKE-1,HEATINBA,MMBTU/HR,2/24/2022 0:00,568.8588235,HEAT_QA Block Average
Lake,LAKE-1,HEATINBA,MMBTU/HR,2/25/2022 0:00,684.0954545,HEAT_QA Block Average
Lake,LAKE-1,HEATINBA,MMBTU/HR,2/26/2022 0:00,675.75,HEAT_QA Block Average
Lake,LAKE-1,HEATINBA,MMBTU/HR,2/27/2022 0:00,579.1272727,HEAT_QA Block Average
Lake,LAKE-1,HEATINBA,MMBTU/HR,2/28/2022 0:00,137.4,HEAT_QA Block Average
Lake,LAKE-1,HEATINBA,MMBTU/HR,3/28/2022 0:00,71.35,HEAT_QA Block Average
Lake,LAKE-1,HEATINBA,MMBTU/HR,4/5/2022 0:00,690.84,HEAT_QA Block Average
Lake,LAKE-1,HEATINBA,MMBTU/HR,4/10/2022 0:00,677.3555556,HEAT_QA Block Average
Lake,LAKE-1,HEATINBA,MMBTU/HR,4/11/2022 0:00,600.125,HEAT_QA Block Average
Lake,LAKE-1,HEATINBA,MMBTU/HR,4/12/2022 0:00,515.825,HEAT_QA Block Average
Lake,LAKE-1,HEATINBA,MMBTU/HR,4/18/2022 0:00,671.9272727,HEAT_QA Block Average
Lake,LAKE-1,HEATINBA,MMBTU/HR,4/19/2022 0:00,549.1142857,HEAT_QA Block Average
Lake,LAKE-1,HEATINBA,MMBTU/HR,4/20/2022 0:00,631.56,HEAT_QA Block Average
Lake,LAKE-1,HEATINBA,MMBTU/HR,4/21/2022 0:00,492.4777778,HEAT_QA Block Average
Lake,LAKE-1,HEATINBA,MMBTU/HR,4/22/2022 0:00,524.31,HEAT_QA Block Average
Lake,LAKE-1,HEATINBA,MMBTU/HR,4/24/2022 0:00,583.3375,HEAT_QA Block Average
Lake,LAKE-1,HEATINBA,MMBTU/HR,4/26/2022 0:00,563.1833333,HEAT_QA Block Average
Lake,LAKE-1,HEATINBA,MMBTU/HR,4/27/2022 0:00,639.9333333,HEAT_QA Block Average
Lake,LAKE-1,HEATINBA,MMBTU/HR,4/29/2022 0:00,702.1888889,HEAT_QA Block Average
Lake,LAKE-1,HEATINBA,MMBTU/HR,4/30/2022 0:00,547.17,HEAT_QA Block Average
Lake,LAKE-1,HEATINBA,MMBTU/HR,5/1/2022 0:00,497.225,HEAT_QA Block Average
Lake,LAKE-1,HEATINBA,MMBTU/HR,6/1/2022 0:00,359.05,HEAT_QA Block Average
Lake,LAKE-1,HEATINBA,MMBTU/HR,6/2/2022 0:00,599.6333333,HEAT_QA Block Average
Lake,LAKE-1,HEATINBA,MMBTU/HR,6/3/2022 0:00,602.6181818,HEAT_QA Block Average
Lake,LAKE-1,HEATINBA,MMBTU/HR,6/4/2022 0:00,619.15,HEAT_QA Block Average
Lake,LAKE-1,HEATINBA,MMBTU/HR,6/5/2022 0:00,611.8666667,HEAT_QA Block Average
Lake,LAKE-1,HEATINBA,MMBTU/HR,6/6/2022 0:00,631.0571429,HEAT_QA Block Average
Lake,LAKE-1,HEATINBA,MMBTU/HR,6/7/2022 0:00,567.6529412,HEAT_QA Block Average
Lake,LAKE-1,HEATINBA,MMBTU/HR,6/8/2022 0:00,597.5285714,HEAT_QA Block Average
Lake,LAKE-1,HEATINBA,MMBTU/HR,6/9/2022 0:00,615.0846154,HEAT_QA Block Average
Lake,LAKE-1,HEATINBA,MMBTU/HR,6/10/2022 0:00,645.5666667,HEAT_QA Block Average
Lake,LAKE-1,HEATINBA,MMBTU/HR,6/11/2022 0:00,582.4357143,HEAT_QA Block Average
Lake,LAKE-1,HEATINBA,MMBTU/HR,6/12/2022 0:00,546.9944444,HEAT_QA Block Average
Lake,LAKE-1,HEATINBA,MMBTU/HR,6/13/2022 0:00,582.865,HEAT_QA Block Average
Lake,LAKE-1,HEATINBA,MMBTU/HR,6/14/2022 0:00,517.95,HEAT_QA Block Average
Lake,LAKE-1,HEATINBA,MMBTU/HR,6/15/2022 0:00,639.8933333,HEAT_QA Block Average
Lake,LAKE-1,HEATINBA,MMBTU/HR,6/16/2022 0:00,528.7714286,HEAT_QA Block Average
Lake,LAKE-1,HEATINBA,MMBTU/HR,6/17/2022 0:00,596.8909091,HEAT_QA Block Average
Lake,LAKE-1,HEATINBA,MMBTU/HR,6/18/2022 0:00,616.4714286,HEAT_QA Block Average
Lake,LAKE-1,HEATINBA,MMBTU/HR,6/19/2022 0:00,606.625,HEAT_QA Block Average
Lake,LAKE-1,HEATINBA,MMBTU/HR,6/24/2022 0:00,676.7615385,HEAT_QA Block Average
Lake,LAKE-1,HEATINBA,MMBTU/HR,6/25/2022 0:00,595.0666667,HEAT_QA Block Average
Lake,LAKE-1,HEATINBA,MMBTU/HR,6/26/2022 0:00,683.0888889,HEAT_QA Block Average
Lake,LAKE-1,HEATINBA,MMBTU/HR,6/28/2022 0:00,610.5875,HEAT_QA Block Average
Lake,LAKE-1,HEATINBA,MMBTU/HR,6/29/2022 0:00,563.2142857,HEAT_QA Block Average
Lake,LAKE-1,HEATINBA,MMBTU/HR,6/30/2022 0:00,621.03,HEAT_QA Block Average
Lake,LAKE-1,HEATINBA,MMBTU/HR,7/1/2022 0:00,616.5222222,HEAT_QA Block Average
Lake,LAKE-1,HEATINBA,MMBTU/HR,7/3/2022 0:00,607,HEAT_QA Block Average
Lake,LAKE-1,HEATINBA,MMBTU/HR,7/4/2022 0:00,480.4166667,HEAT_QA Block Average
Lake,LAKE-1,HEATINBA,MMBTU/HR,7/5/2022 0:00,457.08,HEAT_QA Block Average
Lake,LAKE-1,HEATINBA,MMBTU/HR,7/6/2022 0:00,641.9153846,HEAT_QA Block Average
Lake,LAKE-1,HEATINBA,MMBTU/HR,7/7/2022 0:00,638.4533333,HEAT_QA Block Average
Lake,LAKE-1,HEATINBA,MMBTU/HR,7/8/2022 0:00,633.425,HEAT_QA Block Average
Lake,LAKE-1,HEATINBA,MMBTU/HR,7/9/2022 0:00,587.3,HEAT_QA Block Average
Lake,LAKE-1,HEATINBA,MMBTU/HR,7/10/2022 0:00,655.6071429,HEAT_QA Block Average
Lake,LAKE-1,HEATINBA,MMBTU/HR,7/11/2022 0:00,578.7928571,HEAT_QA Block Average
Lake,LAKE-1,HEATINBA,MMBTU/HR,7/12/2022 0:00,565.6272727,HEAT_QA Block Average
Lake,LAKE-1,HEATINBA,MMBTU/HR,7/14/2022 0:00,635.2642857,HEAT_QA Block Average
Lake,LAKE-1,HEATINBA,MMBTU/HR,7/15/2022 0:00,679.08,HEAT_QA Block Average
Lake,LAKE-1,HEATINBA,MMBTU/HR,7/16/2022 0:00,714.06875,HEAT_QA Block Average
Lake,LAKE-1,HEATINBA,MMBTU/HR,7/17/2022 0:00,614.0111111,HEAT_QA Block Average
Lake,LAKE-1,HEATINBA,MMBTU/HR,7/18/2022 0:00,548.8785714,HEAT_QA Block Average
Lake,LAKE-1,HEATINBA,MMBTU/HR,7/19/2022 0:00,443.9416667,HEAT_QA Block Average
Lake,LAKE-1,HEATINBA,MMBTU/HR,7/20/2022 0:00,609.9,HEAT_QA Block Average
Lake,LAKE-1,HEATINBA,MMBTU/HR,7/21/2022 0:00,611.7090909,HEAT_QA Block Average
Lake,LAKE-1,HEATINBA,MMBTU/HR,7/22/2022 0:00,616.0666667,HEAT_QA Block Average
Lake,LAKE-1,HEATINBA,MMBTU/HR,7/23/2022 0:00,580.875,HEAT_QA Block Average
Lake,LAKE-1,HEATINBA,MMBTU/HR,7/25/2022 0:00,623.5,HEAT_QA Block Average
Lake,LAKE-1,HEATINBA,MMBTU/HR,7/26/2022 0:00,405.5,HEAT_QA Block Average
Lake,LAKE-1,HEATINBA,MMBTU/HR,7/28/2022 0:00,632.2692308,HEAT_QA Block Average
Lake,LAKE-1,HEATINBA,MMBTU/HR,7/29/2022 0:00,605.225,HEAT_QA Block Average
Lake,LAKE-1,HEATINBA,MMBTU/HR,7/30/2022 0:00,683.1181818,HEAT_QA Block Average
Lake,LAKE-1,HEATINBA,MMBTU/HR,7/31/2022 0:00,617.48,HEAT_QA Block Average
Lake,LAKE-1,HEATINBA,MMBTU/HR,8/1/2022 0:00,646.4666667,HEAT_QA Block Average
Lake,LAKE-1,HEATINBA,MMBTU/HR,8/2/2022 0:00,627.0066667,HEAT_QA Block Average
Lake,LAKE-1,HEATINBA,MMBTU/HR,8/3/2022 0:00,636.6428571,HEAT_QA Block Average
Lake,LAKE-1,HEATINBA,MMBTU/HR,8/4/2022 0:00,562.3,HEAT_QA Block Average
Lake,LAKE-1,HEATINBA,MMBTU/HR,8/5/2022 0:00,587.875,HEAT_QA Block Average
Lake,LAKE-1,HEATINBA,MMBTU/HR,8/6/2022 0:00,627.6714286,HEAT_QA Block Average
Lake,LAKE-1,HEATINBA,MMBTU/HR,8/7/2022 0:00,489.35,HEAT_QA Block Average
Lake,LAKE-1,HEATINBA,MMBTU/HR,8/8/2022 0:00,665.9928571,HEAT_QA Block Average
Lake,LAKE-1,HEATINBA,MMBTU/HR,8/9/2022 0:00,577.26,HEAT_QA Block Average
Lake,LAKE-1,HEATINBA,MMBTU/HR,8/10/2022 0:00,540.0777778,HEAT_QA Block Average
Lake,LAKE-1,HEATINBA,MMBTU/HR,8/14/2022 0:00,565.875,HEAT_QA Block Average
Lake,LAKE-1,HEATINBA,MMBTU/HR,8/15/2022 0:00,623.3333333,HEAT_QA Block Average
Lake,LAKE-1,HEATINBA,MMBTU/HR,8/16/2022 0:00,683.16,HEAT_QA Block Average
Lake,LAKE-1,HEATINBA,MMBTU/HR,8/17/2022 0:00,602.9,HEAT_QA Block Average
Lake,LAKE-1,HEATINBA,MMBTU/HR,8/18/2022 0:00,606.1375,HEAT_QA Block Average
Lake,LAKE-1,HEATINBA,MMBTU/HR,8/19/2022 0:00,576.25,HEAT_QA Block Average
Lake,LAKE-1,HEATINBA,MMBTU/HR,8/20/2022 0:00,574.3375,HEAT_QA Block Average
Lake,LAKE-1,HEATINBA,MMBTU/HR,8/21/2022 0:00,522.4666667,HEAT_QA Block Average
Lake,LAKE-1,HEATINBA,MMBTU/HR,8/22/2022 0:00,605.675,HEAT_QA Block Average
Lake,LAKE-1,HEATINBA,MMBTU/HR,8/24/2022 0:00,650.4909091,HEAT_QA Block Average
Lake,LAKE-1,HEATINBA,MMBTU/HR,8/25/2022 0:00,677.3071429,HEAT_QA Block Average
Lake,LAKE-1,HEATINBA,MMBTU/HR,8/26/2022 0:00,682.2375,HEAT_QA Block Average
Lake,LAKE-1,HEATINBA,MMBTU/HR,8/27/2022 0:00,669.68125,HEAT_QA Block Average
Lake,LAKE-1,HEATINBA,MMBTU/HR,8/28/2022 0:00,636.9333333,HEAT_QA Block Average
Lake,LAKE-1,HEATINBA,MMBTU/HR,8/29/2022 0:00,552.4307692,HEAT_QA Block Average
Lake,LAKE-1,HEATINBA,MMBTU/HR,8/31/2022 0:00,590.6666667,HEAT_QA Block Average
Lake,LAKE-1,HEATINBA,MMBTU/HR,9/1/2022 0:00,740.2076923,HEAT_QA Block Average
Lake,LAKE-1,HEATINBA,MMBTU/HR,9/2/2022 0:00,630.4875,HEAT_QA Block Average
Lake,LAKE-1,HEATINBA,MMBTU/HR,9/3/2022 0:00,624.0388889,HEAT_QA Block Average
Lake,LAKE-1,HEATINBA,MMBTU/HR,9/4/2022 0:00,642.7625,HEAT_QA Block Average
Lake,LAKE-1,HEATINBA,MMBTU/HR,9/5/2022 0:00,604.3266667,HEAT_QA Block Average
Lake,LAKE-1,HEATINBA,MMBTU/HR,9/6/2022 0:00,626.25,HEAT_QA Block Average
Lake,LAKE-1,HEATINBA,MMBTU/HR,9/7/2022 0:00,517.7166667,HEAT_QA Block Average
Lake,LAKE-1,HEATINBA,MMBTU/HR,9/24/2022 0:00,125.55,HEAT_QA Block Average
Lake,LAKE-1,HEATINBA,MMBTU/HR,9/27/2022 0:00,549.3777778,HEAT_QA Block Average
Lake,LAKE-1,HEATINBA,MMBTU/HR,9/28/2022 0:00,697.4071429,HEAT_QA Block Average
Lake,LAKE-1,HEATINBA,MMBTU/HR,10/4/2022 0:00,689.5615385,HEAT_QA Block Average
Lake,LAKE-1,HEATINBA,MMBTU/HR,10/5/2022 0:00,220.15,HEAT_QA Block Average
Lake,LAKE-1,HEATINBA,MMBTU/HR,10/7/2022 0:00,523.2428571,HEAT_QA Block Average
Lake,LAKE-1,HEATINBA,MMBTU/HR,10/12/2022 0:00,595.7,HEAT_QA Block Average
Lake,LAKE-1,HEATINBA,MMBTU/HR,10/14/2022 0:00,202.2,HEAT_QA Block Average
Lake,LAKE-1,HEATINBA,MMBTU/HR,10/18/2022 0:00,552.4076923,HEAT_QA Block Average
Lake,LAKE-1,HEATINBA,MMBTU/HR,10/19/2022 0:00,207.4,HEAT_QA Block Average
Lake,LAKE-1,HEATINBA,MMBTU/HR,10/22/2022 0:00,541.1833333,HEAT_QA Block Average
Lake,LAKE-1,HEATINBA,MMBTU/HR,10/26/2022 0:00,19,HEAT_QA Block Average
Lake,LAKE-1,HEATINBA,MMBTU/HR,11/2/2022 0:00,463.1066667,HEAT_QA Block Average
Lake,LAKE-1,HEATINBA,MMBTU/HR,11/4/2022 0:00,513.5333333,HEAT_QA Block Average
Lake,LAKE-1,HEATINBA,MMBTU/HR,11/5/2022 0:00,575.2285714,HEAT_QA Block Average
Lake,LAKE-1,HEATINBA,MMBTU/HR,11/6/2022 0:00,617.5388889,HEAT_QA Block Average
Lake,LAKE-1,HEATINBA,MMBTU/HR,11/9/2022 0:00,534.13125,HEAT_QA Block Average
Lake,LAKE-1,HEATINBA,MMBTU/HR,11/15/2022 0:00,636.6125,HEAT_QA Block Average
Lake,LAKE-1,HEATINBA,MMBTU/HR,11/16/2022 0:00,566.3625,HEAT_QA Block Average
Lake,LAKE-1,HEATINBA,MMBTU/HR,11/18/2022 0:00,619.5,HEAT_QA Block Average
Lake,LAKE-1,HEATINBA,MMBTU/HR,11/19/2022 0:00,649.3833333,HEAT_QA Block Average
Lake,LAKE-1,HEATINBA,MMBTU/HR,11/20/2022 0:00,620.1,HEAT_QA Block Average
Lake,LAKE-1,HEATINBA,MMBTU/HR,11/21/2022 0:00,560.1857143,HEAT_QA Block Average
Lake,LAKE-1,HEATINBA,MMBTU/HR,11/27/2022 0:00,627.2625,HEAT_QA Block Average
Lake,LAKE-1,HEATINBA,MMBTU/HR,11/28/2022 0:00,652.0708333,HEAT_QA Block Average
Lake,LAKE-1,HEATINBA,MMBTU/HR,11/29/2022 0:00,621.7625,HEAT_QA Block Average
Lake,LAKE-1,HEATINBA,MMBTU/HR,11/30/2022 0:00,708.3583333,HEAT_QA Block Average
Lake,LAKE-1,HEATINBA,MMBTU/HR,12/1/2022 0:00,642.5619048,HEAT_QA Block Average
Lake,LAKE-1,HEATINBA,MMBTU/HR,12/2/2022 0:00,668.2416667,HEAT_QA Block Average
Lake,LAKE-1,HEATINBA,MMBTU/HR,12/3/2022 0:00,635.725,HEAT_QA Block Average
Lake,LAKE-1,HEATINBA,MMBTU/HR,12/5/2022 0:00,582.9625,HEAT_QA Block Average
Lake,LAKE-1,HEATINBA,MMBTU/HR,12/6/2022 0:00,487.64,HEAT_QA Block Average
Lake,LAKE-1,HEATINBA,MMBTU/HR,12/7/2022 0:00,558.0181818,HEAT_QA Block Average
Lake,LAKE-1,HEATINBA,MMBTU/HR,12/8/2022 0:00,489.3875,HEAT_QA Block Average
Lake,LAKE-1,HEATINBA,MMBTU/HR,12/9/2022 0:00,618.9764706,HEAT_QA Block Average
Lake,LAKE-1,HEATINBA,MMBTU/HR,12/10/2022 0:00,631.6857143,HEAT_QA Block Average
Lake,LAKE-1,HEATINBA,MMBTU/HR,12/11/2022 0:00,601.4,HEAT_QA Block Average
Lake,LAKE-1,HEATINBA,MMBTU/HR,12/17/2022 0:00,31.225,HEAT_QA Block Average
Lake,LAKE-1,HEATINBA,MMBTU/HR,12/19/2022 0:00,49.46666667,HEAT_QA Block Average
Lake,LAKE-1,HEATINBA,MMBTU/HR,12/21/2022 0:00,585.3125,HEAT_QA Block Average
Lake,LAKE-1,HEATINBA,MMBTU/HR,12/22/2022 0:00,612.8666667,HEAT_QA Block Average
Lake,LAKE-1,HEATINBA,MMBTU/HR,12/23/2022 0:00,530.3,HEAT_QA Block Average
Lake,LAKE-1,HEATINBA,MMBTU/HR,12/24/2022 0:00,493.2818182,HEAT_QA Block Average
Lake,LAKE-1,HEATINBA,MMBTU/HR,12/25/2022 0:00,614.3888889,HEAT_QA Block Average
Lake,LAKE-1,HEATINBA,MMBTU/HR,12/26/2022 0:00,546.9117647,HEAT_QA Block Average
Lake,LAKE-1,HEATINBA,MMBTU/HR,12/30/2022 0:00,629.0875,HEAT_QA Block Average
Lake,LAKE-1,HEATINBA,MMBTU/HR,12/31/2022 0:00,552.67,HEAT_QA Block Average
Lake,LAKE-1,HEATINBA,MMBTU/HR,1/1/2023 0:00,555.9333333,HEAT_QA Block Average
Lake,LAKE-1,HEATINBA,MMBTU/HR,1/2/2023 0:00,574.2428571,HEAT_QA Block Average
Lake,LAKE-1,HEATINBA,MMBTU/HR,1/3/2023 0:00,554.2142857,HEAT_QA Block Average
Lake,LAKE-1,HEATINBA,MMBTU/HR,1/4/2023 0:00,545.6529412,HEAT_QA Block Average
Lake,LAKE-1,HEATINBA,MMBTU/HR,1/5/2023 0:00,471.8636364,HEAT_QA Block Average
Lake,LAKE-1,HEATINBA,MMBTU/HR,1/6/2023 0:00,488.9,HEAT_QA Block Average
Lake,LAKE-1,HEATINBA,MMBTU/HR,1/7/2023 0:00,623.1117647,HEAT_QA Block Average
Lake,LAKE-1,HEATINBA,MMBTU/HR,1/8/2023 0:00,408.175,HEAT_QA Block Average
Lake,LAKE-1,HEATINBA,MMBTU/HR,1/9/2023 0:00,557.4166667,HEAT_QA Block Average
Lake,LAKE-1,HEATINBA,MMBTU/HR,1/10/2023 0:00,519.4928571,HEAT_QA Block Average
Lake,LAKE-1,HEATINBA,MMBTU/HR,1/11/2023 0:00,602.95,HEAT_QA Block Average
Lake,LAKE-1,HEATINBA,MMBTU/HR,1/12/2023 0:00,652.2208333,HEAT_QA Block Average
Lake,LAKE-1,HEATINBA,MMBTU/HR,1/13/2023 0:00,690.6958333,HEAT_QA Block Average
Lake,LAKE-1,HEATINBA,MMBTU/HR,1/14/2023 0:00,615.7166667,HEAT_QA Block Average
Lake,LAKE-1,HEATINBA,MMBTU/HR,1/15/2023 0:00,638.1458333,HEAT_QA Block Average
Lake,LAKE-1,HEATINBA,MMBTU/HR,1/16/2023 0:00,692.7333333,HEAT_QA Block Average
Lake,LAKE-1,HEATINBA,MMBTU/HR,1/17/2023 0:00,704.6375,HEAT_QA Block Average
Lake,LAKE-1,HEATINBA,MMBTU/HR,1/18/2023 0:00,672.5291667,HEAT_QA Block Average
Lake,LAKE-1,HEATINBA,MMBTU/HR,1/19/2023 0:00,632.2416667,HEAT_QA Block Average
Lake,LAKE-1,HEATINBA,MMBTU/HR,1/20/2023 0:00,640.5708333,HEAT_QA Block Average
Lake,LAKE-1,HEATINBA,MMBTU/HR,1/21/2023 0:00,537.5190476,HEAT_QA Block Average
Lake,LAKE-1,HEATINBA,MMBTU/HR,1/22/2023 0:00,543.4555556,HEAT_QA Block Average
Lake,LAKE-1,HEATINBA,MMBTU/HR,1/23/2023 0:00,622.925,HEAT_QA Block Average
Lake,LAKE-1,HEATINBA,MMBTU/HR,1/24/2023 0:00,612.0722222,HEAT_QA Block Average
Lake,LAKE-1,HEATINBA,MMBTU/HR,1/25/2023 0:00,510.1888889,HEAT_QA Block Average
